Label,Name,Text
3,Alex Prager, Alex Prager (born November 1 1979) is an American art photographer and filmmaker who lives and works in Los Angeles and New York City. Her photographs primarily use staged sets and models to create film-like images. Her latest series Face in the Crowd debuted at Washington D.C.'s Corcoran Gallery of Art and opened at Lehmann Maupin Gallery in New York and M+B Gallery in Los Angeles.
2,Omar Bongo Technical High School, Omar Bongo Technical High School in Libreville Gabon is one of the largest secondary schools in Gabon with some 6000 students. It is named after President Omar Bongo.The school was temporarily shut down in January 2004 because of student lawlessness and the invasion of another school. A subsequent inquiry found that corruption and prostitution were endemic in the school.
10,Pink fairy armadillo, The pink fairy armadillo (Chlamyphorus truncatus) or pichiciego is the smallest species of armadillo (mammals of the family Dasypodidae mostly known for having a bony armor shell). It is found in central Argentina where it inhabits dry grasslands and sandy plains with thorn bushes and cacti.
11,Pinus rzedowskii, Pinus rzedowskii commonly known as Rzedowski's Pine is a species of conifer in the Pinaceae family.It is found only in Mexico.It is threatened by habitat loss.
5,Jonathan O'Brien, Jonathan O'Brien is an Irish Sinn Féin politician. He was elected as a Teachta Dála (TD) for the Cork North–Central constituency at the 2011 general election topping the poll. He is Sinn Féin's Dáil spokesperson on Justice Equality & Defence.He was a member of Cork City Council from 2000 to 2011. O'Brien also has a sporting background. He is a former board member and chairman of Cork City Football Club having been a founding member of the supporters' trust FORAS. He is also a member of St.
12,3rd: Love Escalation!, 3rd ~Love Escalation!~ (3rd～LOVEエスカレーション!～ Sādo ~Rabu Esukarēshon~) is the third album from the Japanese girl idol group Cute. It was released in regular and limited editions on March 12 2008 on the Zetima Records label.
9,Hamun Iran, Hamun (Persian: هامون‎ also Romanized as Hāmūn) is a village in Khusf Rural District Central District Khusf County South Khorasan Province Iran. At the 2006 census its population was 25 in 7 families.
12,The Pleasure to Remain So Heartless, The Pleasure To Remain So Heartless is the second album from Bremerton Washington band Kane Hodder. It was released in 2004 by Suburban Home Records and re-released in 2005 on Fueled by Ramen records with new artwork and a bonus DVD which features live performances as well as the music video for I Think Patrick Swayze is Sexy.
14,Western People, The Western People is a weekly local newspaper published in Ballina County Mayo in the Republic of Ireland it was first published in 1883. The newspaper was part of the Thomas Crosbie Holdings group. Thomas Crosbie Holdings went into receivership in March 2013. The newspaper was acquired by Landmark Media Investments.
9,Velké Všelisy, Velké Všelisy is a village and municipality in Mladá Boleslav District in the Central Bohemian Region of the Czech Republic.
6,USS Catron (APA-71), USS Catron (APA-71) was a Gilliam-class attack transport serving in the United States Navy during World War II named for Catron County New Mexico. Catron was launched on 28 August 1944 under a Maritime Commission contract by the Consolidated Steel Corporation Wilmington California; sponsored by Mrs. A. O. Williams of Wilmington;acquired on 27 November 1944; and commissioned on 28 November 1944 with Lieutenant Commander D. MacInnes in command.
1,McGrath's Fish House, McGrath's Fish House is a chain of seafood restaurants based in Salem Oregon.The first McGrath’s Fish House was opened by John McGrath in Salem Oregon in 1980. The company expanded to 20 locations at its most recent peak including eight in Oregon three in Washington one in Idaho and four in Utah.In February 2010 the restaurant chain filed for bankruptcy under Chapter 11 reorganization with both assets and liabilities between $10 million and $50 million.
14,Philosophy Psychiatry & Psychology, Philosophy Psychiatry & Psychology is an academic journal founded in 1993 and the official publication of the Association for the Advancement of Philosophy and Psychiatry (AAPP) which fosters close associations with the American Psychiatric Association.. The journal focuses on the overlap of philosophy psychiatry and abnormal psychology. It aims to make clinical material accessible to philosophers while advancing philosophical inquiry into the area of psychology.
2,Guangyang Secondary School, Guangyang Secondary School is a government secondary school in Singapore. It was merged with Braddell-Westlake Secondary School in 2006. Currently it is a co-ed single session school.
12,Fancy (Bobbie Gentry album), Fancy is the fifth album by Bobbie Gentry. The first of three albums she released in 1970 it was recorded at Fame Recording Studios Muscle Shoals Alabama and eight of its ten tracks were produced by Rick Hall the other two by Bobbie Gentry herself. String arrangements were by Jimmie Haskell.
4,Jared Smith (American football), Jared Smith is an American football offensive guard and defensive tackle for the Seattle Seahawks organization. He played college football for the New Hampshire Wildcats and was drafted in the 7th round of the 2013 NFL Draft.
4,Gökhan Kaba, Gökhan Kaba (born 24 November 1983) is a Turkish football forward who currently plays for Alanyaspor.
1,Procrastinate! Music Traitors, Procrastinate! Music Traitors is an American record label started by the members of the band Brand New. Little is known about the label other than its first release a rerelease of Kevin Devine's 2006 album Put Your Ghost to Rest (available April 20 2008).On January 11 2010 Brand New announced via their Twitter account that their 2006 album The Devil and God Are Raging Inside Me would be released as a 2-LP white vinyl record through Procrastinate! Music Traitors on March 23 2010.
3,Jeff Golub, Jeff Golub (born April 15 1955 Akron Ohio) is an American jazz guitarist.
2,Rockland Country Day School, Rockland Country Day School is a private coed college-preparatory school that serves students in Pre-K through 12th grade. It is located in Congers New York and was founded in 1959 as an alternative to public education in Rockland County. The school's stated mission is to [bring] forth the best in every student by knowing and educating each of them as an individual. In 2009 the school celebrated its 50th anniversary.
10,Phyllodesmium horridum, The coral nudibranch Phyllodesmium horridum is a species of sea slug specifically an aeolid nudibranch. It is a marine gastropod mollusc in the family Facelinidae.
6,Klos C, The Klos C is a Marshall Islands-owned Panamanian-registered merchant cargo ship. The Klos C was built in 1996 in Saint Petersburg Russia by the shipbuilders Severnaya Verf. At the time of its christening it was briefly known by the name Otztal after which its name was changed to Klostertal. The ship obtained its current name in July 2012.
3,Mary Beth Edelson, Mary Beth Edelson (born 1933) is an American artist and pioneer in the Feminist art movement deemed one of the notable first generation feminist artists. She was also active in the civil rights movement. She has created paintings photographs collages murals and drawings. Edelson is a printmaker book artist photographer creator of performance art and an author.
7,Hart-Cluett Mansion, The Hart-Cluett Mansion is located at 57 Second Street in Troy New York United States. It was listed on the National Register of Historic Places in 1973 and is a contributing property to the Central Troy Historic District created in 1986.
1,Heinz Records, Heinz Records is an independent record label based in Portland Oregon.
4,Riccardo Ramazzotti, Riccardo Ramazzotti (born 7 August 1979) is an Italian footballer who plays as a forward.
10,Hirasea major, Hirasea major is a species of small air-breathing land snail a terrestrial pulmonate gastropod mollusk in the family Endodontidae.This is an endangered species.
